NAME,LEAGUE,STATUS,MATCH_METHOD,MATCHED_NAME,MATCHED_CLUB,TM_MARKET_VALUE_M_EUR,AGE,POSITION,POSITION_RAW,CONTRACT_EXPIRY,PROFILE_URL
Andrew Omobamidele,Ligue 1,OK,unique_name,Andrew Omobamidele,RSC Anderlecht,8.0,24,CB,Centre-Back,2027,https://www.transfermarkt.com/andrew-omobamidele/profil/spieler/621993
Andrey Santos,Premier League,OK,league,Andrey Santos,Manchester United,40.0,22,DM,Defensive Midfield,2031,https://www.transfermarkt.com/andrey-santos/profil/spieler/743600
Andrias Edmundsson,Serie A,OK,league,Andrias Edmundsson,Hellas Verona,3.0,25,CB,Centre-Back,2029,https://www.transfermarkt.com/andrias-edmundsson/profil/spieler/495839
Andrija Bulatovic,Ligue 1,OK,league,Andrija Bulatovic,RC Lens,8.0,19,CM,Central Midfield,2030,https://www.transfermarkt.com/andrija-bulatovic/profil/spieler/986291
András Schäfer,Bundesliga,OK,league,András Schäfer,1.FC Union Berlin,4.5,27,CM,Central Midfield,2027,https://www.transfermarkt.com/andras-schafer/profil/spieler/454863
André,Premier League,NEEDS_REVIEW,,Andrea Pirlo,Retired,,,,,,
André Almeida,La Liga,OK,league,André Almeida,Racing Santander,6.0,26,AM,Attacking Midfield,2027,https://www.transfermarkt.com/andre-almeida/profil/spieler/375382
André Silva,La Liga,NEEDS_REVIEW,,André Silva,FC Porto,3.0,,,,,
Andréas Hountondji,Bundesliga,OK,unique_name,Andréas Hountondji,Burnley FC,3.0,24,ST,Centre-Forward,2028,https://www.transfermarkt.com/andreas-hountondji/profil/spieler/704155
Andrés Castrín,La Liga,OK,league,Andrés Castrín,Sevilla FC,6.0,23,CB,Centre-Back,2027,https://www.transfermarkt.com/andres-castrin/profil/spieler/719999
Andy Robertson,Premier League,OK,league,Andrew Robertson,Tottenham Hotspur,7.0,32,FB,Left-Back,2030,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803
Ange-Yoan Bonny,Serie A,OK,league,Ange-Yoan Bonny,Inter Milan,35.0,22,ST,Centre-Forward,2030,https://www.transfermarkt.com/ange-yoan-bonny/profil/spieler/827734
Angel Gomes,Ligue 1 / Premier League,OK,league,Angel Gomes,Olympique Marseille,10.0,26,AM,Attacking Midfield,2028,https://www.transfermarkt.com/angel-gomes/profil/spieler/392770
Ansgar Knauff,Bundesliga,OK,league,Ansgar Knauff,Eintracht Frankfurt,15.0,24,W,Right Winger,2028,https://www.transfermarkt.com/ansgar-knauff/profil/spieler/429874
Ansu Fati,Ligue 1,OK,league,Ansu Fati,AS Monaco,15.0,23,W,Left Winger,2030,https://www.transfermarkt.com/ansu-fati/profil/spieler/466810
Ante Budimir,La Liga,OK,league,Ante Budimir,CA Osasuna,2.8,35,ST,Centre-Forward,2027,https://www.transfermarkt.com/ante-budimir/profil/spieler/46413
Anthony Caci,Bundesliga,OK,league,Anthony Caci,1.FSV Mainz 05,7.0,29,FB,Right-Back,2028,https://www.transfermarkt.com/anthony-caci/profil/spieler/453016
Anthony Jung,Bundesliga,OK,league,Anthony Jung,SC Freiburg,600.0,34,CB,Centre-Back,2027,https://www.transfermarkt.com/anthony-jung/profil/spieler/58995
Anthony Rouault,Ligue 1,OK,league,Anthony Rouault,Stade Rennais FC,12.0,25,CB,Centre-Back,2029,https://www.transfermarkt.com/anthony-rouault/profil/spieler/690799
Antoine Bernede,Serie A,OK,league,Antoine Bernede,Hellas Verona,3.5,27,CM,Central Midfield,2028,https://www.transfermarkt.com/antoine-bernede/profil/spieler/395512
Antoine Griezmann,La Liga,OK,unique_name,Antoine Griezmann,Orlando City SC,8.0,35,ST,Second Striker,2028,https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781
Antoine Mendy,Ligue 1,OK,league,Antoine Mendy,OGC Nice,10.0,22,CB,Centre-Back,2028,https://www.transfermarkt.com/antoine-mendy/profil/spieler/891998
Antoine Semenyo,Premier League,OK,league,Antoine Semenyo,Manchester City,80.0,26,W,Right Winger,2031,https://www.transfermarkt.com/antoine-semenyo/profil/spieler/583255
Anton Kade,Bundesliga,OK,league,Anton Kade,FC Augsburg,10.0,22,AM,Attacking Midfield,2029,https://www.transfermarkt.com/anton-kade/profil/spieler/654234
Antonee Robinson,Premier League,OK,league,Antonee Robinson,Fulham FC,22.0,29,FB,Left-Back,2028,https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701
Antonino Gallo,Serie A,OK,league,Antonino Gallo,US Lecce,3.5,26,FB,Left-Back,2027,https://www.transfermarkt.com/antonino-gallo/profil/spieler/392516
Antonio Blanco,La Liga,OK,league,Antonio Blanco,Deportivo Alavés,10.0,26,DM,Defensive Midfield,2027,https://www.transfermarkt.com/antonio-blanco/profil/spieler/495621
Antonio Caracciolo,Serie A,OK,league,Antonio Caracciolo,Pisa Sporting Club,800.0,36,CB,Centre-Back,2027,https://www.transfermarkt.com/antonio-caracciolo/profil/spieler/149525
Antonio Raíllo,La Liga,OK,league,Antonio Raíllo,RCD Mallorca,1.0,34,CB,Centre-Back,2027,https://www.transfermarkt.com/antonio-raillo/profil/spieler/278296
Antonio Rüdiger,La Liga,OK,league,Antonio Rüdiger,Real Madrid,6.0,33,CB,Centre-Back,2027,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202
Antonio Sanabria,Serie A,OK,unique_name,Antonio Sanabria,Sport Club Internacional,1.8,30,ST,Centre-Forward,2029,https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523
Antonio Sánchez,La Liga,OK,league,Antonio Sánchez,RCD Mallorca,2.0,29,CM,Central Midfield,2027,https://www.transfermarkt.com/antonio-sanchez/profil/spieler/513031
Antonio Vergara,Serie A,OK,league,Antonio Vergara,SSC Napoli,15.0,23,AM,Attacking Midfield,2031,https://www.transfermarkt.com/antonio-vergara/profil/spieler/703245
Antony,La Liga,OK,league,Antony,Real Betis Balompié,40.0,26,W,Right Winger,2030,https://www.transfermarkt.com/antony/profil/spieler/602105
Ao Tanaka,Premier League,OK,league,Ao Tanaka,Leeds United,13.0,28,CM,Central Midfield,2028,https://www.transfermarkt.com/ao-tanaka/profil/spieler/489359
Ardian Ismajli,Serie A,OK,league,Ardian Ismajli,Torino FC,5.0,29,CB,Centre-Back,2027,https://www.transfermarkt.com/ardian-ismajli/profil/spieler/435228
Arijon Ibrahimovic,Bundesliga,OK,league,Arijon Ibrahimovic,FC Augsburg,10.0,20,W,Left Winger,2027,https://www.transfermarkt.com/arijon-ibrahimovic/profil/spieler/744728
Aritz Elustondo,La Liga,OK,unique_name,Aritz Elustondo,PAOK Thessaloniki,1.5,32,CB,Centre-Back,2028,https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804
Arkadiusz Pyrka,Bundesliga,OK,league,Arkadiusz Pyrka,FC St. Pauli,3.5,23,FB,Right-Back,,https://www.transfermarkt.com/arkadiusz-pyrka/profil/spieler/599733
Armand Laurienté,Serie A,OK,league,Armand Laurienté,US Sassuolo,19.0,27,W,Left Winger,2029,https://www.transfermarkt.com/armand-lauriente/profil/spieler/579930
Armando Broja,Premier League,OK,league,Armando Broja,Burnley FC,5.0,25,ST,Centre-Forward,2030,https://www.transfermarkt.com/armando-broja/profil/spieler/571743
Armel Bella-Kotchap,Serie A,OK,league,Armel Bella-Kotchap,Venezia FC,7.0,24,CB,Centre-Back,2030,https://www.transfermarkt.com/armel-bella-kotchap/profil/spieler/467563
Armindo Sieb,Bundesliga,OK,unique_name,Armindo Sieb,Los Angeles FC,2.5,23,ST,Second Striker,2029,https://www.transfermarkt.com/armindo-sieb/profil/spieler/569033
Arnau Martínez,La Liga,OK,league,Arnau Martínez,Valencia CF,10.0,23,FB,Right-Back,2031,https://www.transfermarkt.com/arnau-martinez/profil/spieler/826224
Arnaud Nordin,Bundesliga / Ligue 1,OK,league,Arnaud Nordin,Stade Rennais FC,4.0,28,W,Right Winger,2029,https://www.transfermarkt.com/arnaud-nordin/profil/spieler/324811
Arnaut Danjuma,La Liga,OK,league,Arnaut Danjuma,Valencia CF,3.0,29,W,Left Winger,2028,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861
Aron Dønnum,Ligue 1,OK,league,Aron Dønnum,FC Toulouse,5.0,28,W,Right Midfield,2027,https://www.transfermarkt.com/aron-donnum/profil/spieler/476836
Arouna Sangante,Ligue 1,OK,unique_name,Arouna Sangante,Sevilla FC,8.0,24,CB,Centre-Back,2031,https://www.transfermarkt.com/arouna-sangante/profil/spieler/768380
Arsène Kouassi,Ligue 1,OK,league,Arsène Kouassi,FC Lorient,15.0,22,FB,Left-Back,2029,https://www.transfermarkt.com/arsene-kouassi/profil/spieler/1088199
Arthur,Bundesliga,NEEDS_REVIEW,,Arthur Atta,ACF Fiorentina,25.0,,,,,
Arthur Avom,Ligue 1,OK,league,Arthur Avom,FC Lorient,20.0,21,CM,Central Midfield,2027,https://www.transfermarkt.com/arthur-avom/profil/spieler/1074628
Arthur Chaves,Bundesliga,OK,unique_name,Arthur Chaves,Botafogo de Futebol e Regatas,5.0,25,CB,Centre-Back,2027,https://www.transfermarkt.com/arthur-chaves/profil/spieler/875332
Arturo Calabresi,Serie A,OK,league,Arturo Calabresi,Pisa Sporting Club,800.0,30,CB,Centre-Back,2027,https://www.transfermarkt.com/arturo-calabresi/profil/spieler/240897
Assane Diao,Serie A,OK,league,Assane Diao,Como 1907,30.0,21,W,Left Winger,2029,https://www.transfermarkt.com/assane-diao/profil/spieler/1061282
Aster Vranckx,Serie A,OK,unique_name,Aster Vranckx,VfL Wolfsburg,5.0,23,CM,Central Midfield,2029,https://www.transfermarkt.com/aster-vranckx/profil/spieler/503881
Atakan Karazor,Bundesliga,OK,league,Atakan Karazor,VfB Stuttgart,8.0,29,DM,Defensive Midfield,2028,https://www.transfermarkt.com/atakan-karazor/profil/spieler/232320
Aurèle Amenda,Bundesliga,OK,unique_name,Aurèle Amenda,Coventry City,10.0,23,CB,Centre-Back,,https://www.transfermarkt.com/aurele-amenda/profil/spieler/635645
Axel Disasi,Premier League,OK,league,Axel Disasi,Crystal Palace,15.0,28,CB,Centre-Back,2027,https://www.transfermarkt.com/axel-disasi/profil/spieler/386047
Axel Tuanzebe,Premier League,OK,unique_name,Axel Tuanzebe,AJ Auxerre,5.0,28,CB,Centre-Back,2027,https://www.transfermarkt.com/axel-tuanzebe/profil/spieler/342046
Axel Witsel,La Liga,OK,unique_name,Axel Witsel,OGC Nice,1.2,37,DM,Defensive Midfield,2027,https://www.transfermarkt.com/axel-witsel/profil/spieler/35047
Aymeric Laporte,La Liga,OK,league,Aymeric Laporte,Athletic Bilbao,8.0,32,CB,Centre-Back,2028,https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553
Ayoube Amaimouni-Echghouyab,Bundesliga,OK,league,Ayoube Amaimouni-Echghouyab,Eintracht Frankfurt,10.0,21,W,Right Winger,2031,https://www.transfermarkt.com/ayoube-amaimouni-echghouyab/profil/spieler/799993
Ayoze Pérez,La Liga,OK,league,Ayoze Pérez,Villarreal CF,5.0,33,ST,Centre-Forward,2028,https://www.transfermarkt.com/ayoze-perez/profil/spieler/246968
Ayumu Seko,Ligue 1,OK,league,Ayumu Seko,Le Havre AC,5.0,26,CB,Centre-Back,2028,https://www.transfermarkt.com/ayumu-seko/profil/spieler/405389
Ayyoub Bouaddi,Ligue 1,OK,unique_name,Ayyoub Bouaddi,Manchester City,80.0,18,DM,Defensive Midfield,2031,https://www.transfermarkt.com/ayyoub-bouaddi/profil/spieler/1097139
Azzedine Ounahi,La Liga,OK,unique_name,Azzedine Ounahi,Panathinaikos,18.0,26,CM,Central Midfield,2030,https://www.transfermarkt.com/azzedine-ounahi/profil/spieler/593482
Aïssa Mandi,Ligue 1,OK,unique_name,Aïssa Mandi,Levante UD,1.0,34,CB,Centre-Back,2028,https://www.transfermarkt.com/aissa-mandi/profil/spieler/80293
Badredine Bouanani,Bundesliga,OK,unique_name,Badredine Bouanani,Rangers FC,10.0,21,W,Right Winger,2027,https://www.transfermarkt.com/badredine-bouanani/profil/spieler/707242
Bakery Jatta,Bundesliga,OK,league,Bakery Jatta,Hamburger SV,1.0,28,W,Right Midfield,2029,https://www.transfermarkt.com/bakery-jatta/profil/spieler/415194
Bamba Dieng,Ligue 1,OK,unique_name,Bamba Dieng,Red Star Belgrade,15.0,26,ST,Centre-Forward,2028,https://www.transfermarkt.com/bamba-dieng/profil/spieler/822458
Bamo Meïté,Ligue 1,OK,league,Bamo Meïté,Olympique Marseille,7.0,24,CB,Centre-Back,2028,https://www.transfermarkt.com/bamo-meite/profil/spieler/807165
Baptiste Santamaría,La Liga,OK,unique_name,Baptiste Santamaria,PAOK Thessaloniki,2.5,31,DM,Defensive Midfield,2027,https://www.transfermarkt.com/baptiste-santamaria/profil/spieler/285323
Bashir Humphreys,Premier League,OK,league,Bashir Humphreys,Burnley FC,12.0,23,CB,Centre-Back,2029,https://www.transfermarkt.com/bashir-humphreys/profil/spieler/612517
Batista Mendy,La Liga,OK,unique_name,Batista Mendy,Trabzonspor,7.5,26,DM,Defensive Midfield,2027,https://www.transfermarkt.com/batista-mendy/profil/spieler/395234
Bazoumana Touré,Bundesliga,OK,unique_name,Bazoumana Touré,Newcastle United,50.0,20,W,Left Winger,2031,https://www.transfermarkt.com/bazoumana-toure/profil/spieler/1067904
Ben Chilwell,Ligue 1,OK,unique_name,Ben Chilwell,Crystal Palace,10.0,29,FB,Left-Back,,https://www.transfermarkt.com/ben-chilwell/profil/spieler/316125
Benedict Hollerbach,Bundesliga,OK,league,Benedict Hollerbach,1.FSV Mainz 05,8.0,25,ST,Centre-Forward,2029,https://www.transfermarkt.com/benedict-hollerbach/profil/spieler/453870
Benedikt Gimber,Bundesliga,OK,unique_name,Benedikt Gimber,Granada CF,1.5,29,CB,Centre-Back,2028,https://www.transfermarkt.com/benedikt-gimber/profil/spieler/227084
Benja Domínguez,Serie A,OK,league,Benja Domínguez,US Sassuolo,9.0,22,W,Left Winger,2027,https://www.transfermarkt.com/benja-dominguez/profil/spieler/961022
Benjamin André,Ligue 1,OK,league,Benjamin André,LOSC Lille,3.0,36,DM,Defensive Midfield,2028,https://www.transfermarkt.com/benjamin-andre/profil/spieler/84301
Benjamin Pavard,Ligue 1,OK,unique_name,Benjamin Pavard,Inter Milan,12.0,30,CB,Centre-Back,2028,https://www.transfermarkt.com/benjamin-pavard/profil/spieler/353366
Benjamin Stambouli,Ligue 1,NEEDS_REVIEW,,Benjamin Stambouli,Retired,,,,,,
Benoît Badiashile,Premier League,OK,unique_name,Benoît Badiashile,SSC Napoli,15.0,25,CB,Centre-Back,2027,https://www.transfermarkt.com/benoit-badiashile/profil/spieler/463603
Beraldo,Ligue 1,NEEDS_REVIEW,,Eros Beraldo,---,,,,,,
Berat Djimsiti,Serie A,OK,unique_name,Berat Djimsiti,Al-Diriyah FC,4.0,33,CB,Centre-Back,2028,https://www.transfermarkt.com/berat-djimsiti/profil/spieler/165513
Bernardo,Bundesliga,OK,league,Bernardo,TSG 1899 Hoffenheim,4.0,31,FB,Left-Back,2027,https://www.transfermarkt.com/bernardo/profil/spieler/364258
Bertrand Traoré,Premier League,OK,league,Bertrand Traoré,Wolverhampton Wanderers,4.0,31,W,Right Winger,2027,https://www.transfermarkt.com/bertrand-traore/profil/spieler/131996
Beto,Premier League,OK,unique_name,Beto,ACF Fiorentina,18.0,28,ST,Centre-Forward,2030,https://www.transfermarkt.com/beto/profil/spieler/595809
Beñat Turrientes,La Liga,OK,league,Beñat Turrientes,Real Sociedad,10.0,24,CM,Central Midfield,2030,https://www.transfermarkt.com/benat-turrientes/profil/spieler/634431
Bilal El Khannouss,Bundesliga,OK,league,Bilal El Khannouss,VfB Stuttgart,35.0,22,AM,Attacking Midfield,2030,https://www.transfermarkt.com/bilal-el-khannouss/profil/spieler/654982
Bilal Nadir,Ligue 1,OK,unique_name,Bilal Nadir,Hamburger SV,8.0,22,CM,Central Midfield,2029,https://www.transfermarkt.com/bilal-nadir/profil/spieler/659520
Borja Iglesias,La Liga,OK,league,Borja Iglesias,Celta de Vigo,2.8,33,ST,Centre-Forward,2027,https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359
Borja Mayoral,La Liga,OK,league,Borja Mayoral,Getafe CF,6.0,29,ST,Centre-Forward,2027,https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976
Boubacar Traoré,Ligue 1,NEEDS_REVIEW,,Boubacar Traoré,MC Oran,600.0,,,,,
Boulaye Dia,Serie A,OK,unique_name,Boulaye Dia,Stade Rennais FC,5.0,29,ST,Centre-Forward,2027,https://www.transfermarkt.com/boulaye-dia/profil/spieler/626913
Bouna Sarr,Ligue 1,OK,league,Bouna Sarr,FC Metz,350.0,34,FB,Right-Back,2028,https://www.transfermarkt.com/bouna-sarr/profil/spieler/190685
Bradley Locko,Ligue 1,OK,league,Bradley Locko,Stade Brestois 29,6.0,24,FB,Left-Back,2028,https://www.transfermarkt.com/bradley-locko/profil/spieler/805908
Brahim Díaz,La Liga,OK,league,Brahim Díaz,Real Madrid,35.0,27,W,Right Winger,2027,https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678
Brais Méndez,La Liga,OK,unique_name,Brais Méndez,Columbus Crew,8.0,29,AM,Attacking Midfield,2029,https://www.transfermarkt.com/brais-mendez/profil/spieler/309110
Branco van den Boomen,Ligue 1,OK,league,Branco van den Boomen,Angers SCO,2.5,31,CM,Central Midfield,2029,https://www.transfermarkt.com/branco-van-den-boomen/profil/spieler/203938
Breel Embolo,Ligue 1,OK,unique_name,Breel Embolo,Atlanta United FC,15.0,29,ST,Centre-Forward,2030,https://www.transfermarkt.com/breel-embolo/profil/spieler/237662
Bremer,Serie A,OK,league,Bremer,Juventus FC,35.0,29,CB,Centre-Back,2029,https://www.transfermarkt.com/bremer/profil/spieler/516716
Brendan Chardonnet,Ligue 1,OK,league,Brendan Chardonnet,Stade Brestois 29,4.0,31,CB,Centre-Back,2027,https://www.transfermarkt.com/brendan-chardonnet/profil/spieler/250779
Brenden Aaronson,Premier League,OK,league,Brenden Aaronson,Leeds United,22.0,25,AM,Attacking Midfield,2029,https://www.transfermarkt.com/brenden-aaronson/profil/spieler/393323
Brooke Norton-Cuffy,Serie A,OK,unique_name,Brooke Norton-Cuffy,Hull City,15.0,22,FB,Right-Back,2031,https://www.transfermarkt.com/brooke-norton-cuffy/profil/spieler/728733
Bruno Guimarães,Premier League,OK,league,Bruno Guimarães,Arsenal FC,70.0,28,CM,Central Midfield,2030,https://www.transfermarkt.com/bruno-guimaraes/profil/spieler/520624
Bruno Ogbus,Bundesliga,OK,league,Bruno Ogbus,SC Freiburg,15.0,20,CB,Centre-Back,,https://www.transfermarkt.com/bruno-ogbus/profil/spieler/863759
Bryan Cristante,Serie A,OK,league,Bryan Cristante,AS Roma,7.0,31,DM,Defensive Midfield,2028,https://www.transfermarkt.com/bryan-cristante/profil/spieler/199248
Bryan Gil,La Liga,OK,league,Bryan Gil,Girona FC,8.0,25,W,Left Winger,2030,https://www.transfermarkt.com/bryan-gil/profil/spieler/537382
Bryan Mbeumo,Premier League,OK,league,Bryan Mbeumo,Manchester United,75.0,27,W,Right Winger,2030,https://www.transfermarkt.com/bryan-mbeumo/profil/spieler/413039
Bryan Okoh,Ligue 1,OK,league,Bryan Okoh,AJ Auxerre,4.0,23,CB,Centre-Back,2029,https://www.transfermarkt.com/bryan-okoh/profil/spieler/539795
Bryan Zaragoza,La Liga,OK,league,Bryan Zaragoza,RCD Espanyol Barcelona,8.0,25,W,Left Winger,2027,https://www.transfermarkt.com/bryan-zaragoza/profil/spieler/713644
Buba Sangaré,La Liga,OK,league,Buba Sangaré,Elche CF,4.5,19,FB,Right-Back,2031,https://www.transfermarkt.com/buba-sangare/profil/spieler/962125
Budu Zivzivadze,Bundesliga,OK,league,Budu Zivzivadze,1.FC Heidenheim 1846,1.2,32,ST,Centre-Forward,2029,https://www.transfermarkt.com/budu-zivzivadze/profil/spieler/187097
CJ Egan-Riley,Ligue 1,OK,league,CJ Egan-Riley,Olympique Marseille,9.0,23,CB,Centre-Back,2029,https://www.transfermarkt.com/cj-egan-riley/profil/spieler/581669
Caio Henrique,Ligue 1,NEEDS_REVIEW,,Caio Henrique,Grêmio Osasco Audax (SP),225.0,,,,,
Caleb Ekuban,Serie A,OK,league,Caleb Ekuban,Hellas Verona,1.2,32,ST,Centre-Forward,2028,https://www.transfermarkt.com/caleb-ekuban/profil/spieler/199953
Calebe,La Liga,OK,unique_name,Calebe,Sport Club Internacional,1.8,26,AM,Attacking Midfield,2027,https://www.transfermarkt.com/calebe/profil/spieler/798114
Callum Wilson,Premier League,OK,league,Callum Wilson,Brentford FC,4.0,34,ST,Centre-Forward,2027,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682
Calvin Bassey,Premier League,OK,league,Calvin Bassey,Fulham FC,28.0,26,CB,Centre-Back,2027,https://www.transfermarkt.com/calvin-bassey/profil/spieler/461883
Calvin Verdonk,Ligue 1,OK,league,Calvin Verdonk,LOSC Lille,2.5,29,FB,Left-Back,2028,https://www.transfermarkt.com/calvin-verdonk/profil/spieler/258364
Cameron Puertas,Bundesliga,OK,unique_name,Cameron Puertas,Al-Wasl SC,7.0,28,CM,Central Midfield,2027,https://www.transfermarkt.com/cameron-puertas/profil/spieler/449592
Carl Starfelt,La Liga,OK,league,Carl Starfelt,Celta de Vigo,4.5,31,CB,Centre-Back,2027,https://www.transfermarkt.com/carl-starfelt/profil/spieler/258987
Carlens Arcus,Ligue 1,OK,league,Carlens Arcus,Angers SCO,1.8,30,FB,Right-Back,2027,https://www.transfermarkt.com/carlens-arcus/profil/spieler/371686
Carles Aleñá,La Liga,OK,league,Carles Aleñá,Deportivo Alavés,3.0,28,CM,Central Midfield,2029,https://www.transfermarkt.com/carles-alena/profil/spieler/284854
Carlos Augusto,Serie A,OK,league,Carlos Augusto,Inter Milan,23.0,27,FB,Left-Back,2028,https://www.transfermarkt.com/carlos-augusto/profil/spieler/585982
Carlos Baleba,Premier League,OK,league,Carlos Baleba,Manchester United,55.0,22,DM,Defensive Midfield,2031,https://www.transfermarkt.com/carlos-baleba/profil/spieler/973085
Carlos Domínguez,La Liga,OK,league,Carlos Domínguez,Real Oviedo,2.0,25,CB,Centre-Back,2027,https://www.transfermarkt.com/carlos-dominguez/profil/spieler/636093
Carlos Espí,La Liga,OK,league,Carlos Espí,Real Madrid,20.0,21,ST,Centre-Forward,2031,https://www.transfermarkt.com/carlos-espi/profil/spieler/1063338
Carlos Martín,La Liga,OK,unique_name,Carlos Martín,HNK Hajduk Split,1.5,24,W,Right Winger,2027,https://www.transfermarkt.com/carlos-martin/profil/spieler/618813
Carlos Soler,La Liga,OK,league,Carlos Soler,Real Sociedad,7.0,29,CM,Central Midfield,2029,https://www.transfermarkt.com/carlos-soler/profil/spieler/372246
Carlos Vicente,La Liga,OK,unique_name,Carlos Vicente,Birmingham City,7.0,27,W,Right Winger,2029,https://www.transfermarkt.com/carlos-vicente/profil/spieler/540536
Carlos Álvarez,La Liga,OK,unique_name,Carlos Álvarez,CF América,15.0,23,AM,Attacking Midfield,,https://www.transfermarkt.com/carlos-alvarez/profil/spieler/668179
Casemiro,Premier League,OK,unique_name,Casemiro,Inter Miami CF,6.0,34,DM,Defensive Midfield,2027,https://www.transfermarkt.com/casemiro/profil/spieler/16306
Cenk Özkacar,Bundesliga,OK,unique_name,Cenk Özkacar,Trabzonspor,4.0,25,CB,Centre-Back,2029,https://www.transfermarkt.com/cenk-ozkacar/profil/spieler/615350
Cesare Casadei,Serie A,OK,league,Cesare Casadei,Torino FC,15.0,23,CM,Central Midfield,2029,https://www.transfermarkt.com/cesare-casadei/profil/spieler/622380
Chadi Riad,Premier League,OK,league,Chadi Riad,Crystal Palace,20.0,23,CB,Centre-Back,2029,https://www.transfermarkt.com/chadi-riad/profil/spieler/689637
